Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
173.016,TraderTwo,Tick,1351,1374,-23,23,151000,150500,12756,-183456,-190356,OK
173.25,TraderOne,Tick,1314,1340,-26,26,151000,150500,23339,-96339,-104139,OK
173.25,TraderTwo,Tick,1351,1374,-23,23,151000,150500,12756,-183456,-190356,OK
173.453,TraderOne,Tick,1314,1350,-36,36,150800,150500,23641,-93641,-104441,OK
173.453,TraderTwo,Tick,1361,1374,-13,13,150800,150500,12605,-187305,-191205,OK
173.75,TraderOne,Tick,1324,1350,-26,26,150800,150500,23490,-97490,-105290,OK
173.75,TraderTwo,Tick,1361,1384,-23,23,150800,150500,12907,-184607,-191507,OK
173.969,TraderOne,Tick,1324,1350,-26,26,150800,150500,23490,-97490,-105290,OK
173.969,TraderTwo,Tick,1361,1384,-23,23,150800,150500,12907,-184607,-191507,OK
174.281,TraderOne,Tick,1324,1350,-26,26,150800,150500,23490,-97490,-105290,OK
174.281,TraderTwo,Tick,1361,1384,-23,23,150800,150500,12907,-184607,-191507,OK
174.547,TraderOne,Tick,1324,1350,-26,26,150800,150500,23490,-97490,-105290,OK
174.547,TraderTwo,Tick,1361,1384,-23,23,150800,150500,12907,-184607,-191507,OK
174.766,TraderOne,Tick,1324,1350,-26,26,150800,150600,23490,-97490,-102690,OK
174.766,TraderTwo,Tick,1361,1384,-23,23,150800,150600,12907,-184607,-189207,OK
174.984,TraderOne,Tick,1334,1350,-16,16,150800,150600,23792,-99792,-102992,OK
174.984,TraderTwo,Tick,1371,1394,-23,23,150800,150600,13058,-186758,-191358,OK
175.219,TraderOne,Tick,1344,1350,-6,6,150800,150600,24094,-102094,-103294,OK
175.219,TraderTwo,Tick,1381,1394,-13,13,150800,150600,13360,-189060,-191660,OK
175.5,TraderOne,Tick,1344,1356,-12,12,150900,150600,24003,-100803,-104403,OK
175.5,TraderTwo,Tick,1391,1394,-3,3,150900,150600,13662,-191362,-192262,OK
175.719,TraderOne,Tick,1354,1356,-2,2,150800,150600,23852,-102652,-103052,OK
175.719,TraderTwo,Tick,1391,1404,-13,13,150800,150600,13964,-190664,-193264,OK
176.0,TraderOne,Tick,1354,1366,-12,12,150800,150600,23701,-101501,-103901,OK
176.0,TraderTwo,Tick,1401,1404,-3,3,150800,150600,14266,-192966,-193566,OK
176.25,TraderOne,Tick,1364,1366,-2,2,150800,150600,23550,-103350,-103750,OK
176.25,TraderTwo,Tick,1401,1414,-13,13,150800,150600,14568,-192268,-194868,OK
176.516,TraderOne,Tick,1374,1376,-2,2,150700,150600,23701,-103501,-103701,OK
176.516,TraderTwo,Tick,1411,1414,-3,3,150700,150600,14417,-194117,-194417,OK
176.734,TraderOne,Tick,1384,1376,8,-8,150700,150600,24002,-104802,-104002,OK
176.734,TraderTwo,Tick,1421,1414,7,-7,150700,150600,14718,-195418,-194718,OK
177.016,TraderOne,Tick,1384,1376,8,-8,150700,150600,24002,-104802,-104002,OK
177.016,TraderTwo,Tick,1421,1414,7,-7,150700,150600,14718,-195418,-194718,OK
177.234,TraderOne,Tick,1384,1376,8,-8,150700,150600,24002,-104802,-104002,OK
177.234,TraderTwo,Tick,1421,1414,7,-7,150700,150600,14718,-195418,-194718,OK
177.453,TraderOne,Tick,1384,1386,-2,2,151200,150600,23851,-104651,-105251,OK
177.453,TraderTwo,Tick,1421,1424,-3,3,151200,150600,14567,-195267,-196167,OK
177.766,TraderOne,Tick,1384,1386,-2,2,151200,150300,23851,-104651,-105251,OK
177.766,TraderTwo,Tick,1421,1424,-3,3,151200,150300,14567,-195267,-196167,OK
178.0,TraderOne,Tick,1384,1396,-12,12,150600,150300,24152,-103952,-107552,OK
178.0,TraderTwo,Tick,1431,1424,7,-7,150600,150300,14416,-198116,-196016,OK
178.25,TraderOne,Tick,1394,1396,-2,2,150600,150300,24453,-106253,-106853,OK
178.25,TraderTwo,Tick,1431,1434,-3,3,150600,150300,14265,-196965,-197865,OK
178.547,TraderOne,Tick,1394,1396,-2,2,150600,150200,24453,-106253,-106853,OK
178.547,TraderTwo,Tick,1431,1434,-3,3,150600,150200,14265,-196965,-197865,OK
178.719,TraderOne,Tick,1394,1406,-12,12,150400,150200,24754,-103554,-105954,OK
178.719,TraderTwo,Tick,1431,1444,-13,13,150400,150200,14566,-194266,-196866,OK
179.0,TraderOne,Tick,1394,1416,-22,22,150400,150200,25055,-101855,-106255,OK
179.0,TraderTwo,Tick,1431,1454,-23,23,150400,150200,14867,-192567,-197167,OK
179.25,TraderOne,Tick,1394,1416,-22,22,150400,150200,25055,-101855,-106255,OK
179.25,TraderTwo,Tick,1431,1454,-23,23,150400,150200,14867,-192567,-197167,OK
179.531,TraderOne,Tick,1394,1416,-22,22,150400,149900,25055,-101855,-108455,OK
179.531,TraderTwo,Tick,1431,1454,-23,23,150400,149900,14867,-192567,-199467,OK
179.766,TraderOne,Tick,1394,1426,-32,32,150300,149900,25356,-98156,-107756,OK
179.766,TraderTwo,Tick,1441,1454,-13,13,150300,149900,14717,-197417,-201317,OK
180.0,TraderOne,Tick,1404,1426,-22,22,150100,149900,25656,-102456,-106856,OK
180.0,TraderTwo,Tick,1441,1474,-33,33,150100,149900,14867,-192567,-199167,OK
180.219,TraderOne,Tick,1414,1436,-22,22,150000,149800,25356,-103156,-107556,OK
180.219,TraderTwo,Tick,1451,1484,-33,33,150000,149800,15017,-192717,-199317,OK
180.484,TraderOne,Tick,1414,1436,-22,22,150000,149800,25356,-103156,-107556,OK
180.484,TraderTwo,Tick,1451,1484,-33,33,150000,149800,15017,-192717,-199317,OK
180.766,TraderOne,Tick,1414,1436,-22,22,150000,149900,25356,-103156,-105356,OK
180.766,TraderTwo,Tick,1451,1484,-33,33,150000,149900,15017,-192717,-196017,OK
181.016,TraderOne,Tick,1414,1436,-22,22,150000,149900,25356,-103156,-105356,OK
181.016,TraderTwo,Tick,1451,1484,-33,33,150000,149900,15017,-192717,-196017,OK
181.266,TraderOne,Tick,1414,1436,-22,22,150000,150000,25356,-103156,-103156,OK
181.266,TraderTwo,Tick,1451,1484,-33,33,150000,150000,15017,-192717,-192717,OK
181.453,TraderOne,Tick,1424,1436,-12,12,149700,149900,25206,-107006,-104606,OK
181.453,TraderTwo,Tick,1461,1484,-23,23,149700,149900,14867,-197567,-192967,OK
181.719,TraderOne,Tick,1424,1436,-12,12,149700,149900,25206,-107006,-104606,OK
181.719,TraderTwo,Tick,1461,1484,-23,23,149700,149900,14867,-197567,-192967,OK
182.047,TraderOne,Tick,1424,1436,-12,12,149700,149900,25206,-107006,-104606,OK
182.047,TraderTwo,Tick,1461,1484,-23,23,149700,149900,14867,-197567,-192967,OK
182.297,TraderOne,Tick,1424,1436,-12,12,149700,149900,25206,-107006,-104606,OK
182.297,TraderTwo,Tick,1461,1484,-23,23,149700,149900,14867,-197567,-192967,OK
182.531,TraderOne,Tick,1424,1436,-12,12,149700,149900,25206,-107006,-104606,OK
182.531,TraderTwo,Tick,1461,1484,-23,23,149700,149900,14867,-197567,-192967,OK
182.719,TraderOne,Tick,1424,1446,-22,22,150300,149900,25056,-104856,-111456,OK
182.719,TraderTwo,Tick,1471,1484,-13,13,150300,149900,15168,-201868,-205768,OK
183.0,TraderOne,Tick,1424,1446,-22,22,150300,149900,25056,-104856,-111456,OK
183.0,TraderTwo,Tick,1471,1484,-13,13,150300,149900,15168,-201868,-205768,OK
183.266,TraderOne,Tick,1434,1446,-12,12,150200,149900,24906,-107706,-111306,OK
183.266,TraderTwo,Tick,1471,1494,-23,23,150200,149900,15468,-200168,-207068,OK
183.469,TraderOne,Tick,1434,1456,-22,22,150200,150000,25206,-106006,-110406,OK
183.469,TraderTwo,Tick,1481,1494,-13,13,150200,150000,15318,-203018,-205618,OK
183.703,TraderOne,Tick,1444,1456,-12,12,150100,150000,25507,-109307,-110507,OK
183.703,TraderTwo,Tick,1491,1504,-13,13,150100,150000,15018,-203718,-205018,OK
183.984,TraderOne,Tick,1453,1456,-3,3,150200,150000,25372,-110972,-111572,OK
183.984,TraderTwo,Tick,1491,1504,-13,13,150200,150000,15018,-203718,-206318,OK
184.281,TraderOne,Tick,1453,1466,-13,13,150200,149700,25672,-110272,-112872,OK
184.281,TraderTwo,Tick,1501,1504,-3,3,150200,149700,14868,-206568,-207168,OK
184.516,TraderOne,Tick,1463,1476,-13,23,149700,149700,25822,-1607422,-110422,OK
184.516,TraderTwo,Tick,1515,1504,11,-1,149700,149700,14658,-1705958,-208958,OK
184.766,TraderOne,Tick,1473,1476,-3,3,149700,149700,26121,-108721,-108721,OK
184.766,TraderTwo,Tick,1525,1504,21,-21,149700,149700,14957,-207257,-207257,OK
184.984,TraderOne,Tick,1483,1476,7,-7,149700,150000,26420,-108020,-110120,OK
184.984,TraderTwo,Tick,1525,1504,21,-21,149700,150000,14957,-207257,-213557,OK
185.25,TraderOne,Tick,1493,1476,17,-17,149700,150000,26719,-107319,-112419,OK
185.25,TraderTwo,Tick,1525,1504,21,-21,149700,150000,14957,-207257,-213557,OK
185.562,TraderOne,Tick,1503,1476,27,-27,149700,150000,27018,-106618,-114718,OK
185.562,TraderTwo,Tick,1525,1504,21,-21,149700,150000,14957,-207257,-213557,OK
185.781,TraderOne,Tick,1503,1476,27,-27,149700,150000,27018,-106618,-114718,OK
185.781,TraderTwo,Tick,1525,1504,21,-21,149700,150000,14957,-207257,-213557,OK
186.016,TraderOne,Tick,1503,1476,27,-27,149700,150000,27018,-106618,-114718,OK
186.016,TraderTwo,Tick,1525,1504,21,-21,149700,150000,14957,-207257,-213557,OK
186.203,TraderOne,Tick,1503,1476,27,-27,149700,149800,27018,-106618,-109318,OK
186.203,TraderTwo,Tick,1525,1504,21,-21,149700,149800,14957,-207257,-209357,OK
186.469,TraderOne,Tick,1503,1486,17,-17,149600,149800,27317,-108917,-112317,OK
186.469,TraderTwo,Tick,1525,1514,11,-11,149600,149800,15256,-209556,-211756,OK
186.719,TraderOne,Tick,1503,1486,17,-17,149600,149800,27317,-108917,-112317,OK
186.719,TraderTwo,Tick,1525,1514,11,-11,149600,149800,15256,-209556,-211756,OK
187.0,TraderOne,Tick,1513,1486,27,-27,149700,149800,27616,-108216,-110916,OK
187.0,TraderTwo,Tick,1535,1514,21,-21,149700,149800,15555,-208855,-210955,OK
187.266,TraderOne,Tick,1513,1486,27,-27,149700,149800,27616,-108216,-110916,OK
187.266,TraderTwo,Tick,1535,1514,21,-21,149700,149800,15555,-208855,-210955,OK
187.516,TraderOne,Tick,1513,1486,27,-27,149700,150000,27616,-108216,-116316,OK
187.516,TraderTwo,Tick,1535,1514,21,-21,149700,150000,15555,-208855,-215155,OK
187.734,TraderOne,Tick,1523,1486,37,-37,149700,150000,27915,-105515,-116615,OK
187.734,TraderTwo,Tick,1545,1514,31,-31,149700,150000,15854,-206154,-215454,OK
188.031,TraderOne,Tick,1523,1486,37,-37,149700,150000,27915,-105515,-116615,OK
188.031,TraderTwo,Tick,1548,1514,34,-34,149700,150000,15944,-205344,-215544,OK
188.266,TraderOne,Tick,1533,1496,37,-37,149800,150100,27615,-106215,-117315,OK
188.266,TraderTwo,Tick,1555,1524,31,-31,149800,150100,15689,-207589,-216889,OK
188.5,TraderOne,Tick,1533,1506,27,-27,150200,150100,27915,-108515,-105815,OK
188.5,TraderTwo,Tick,1555,1534,21,-21,150200,150100,15989,-209889,-207789,OK
188.766,TraderOne,Tick,1533,1510,23,-23,150200,150100,28035,-109035,-106735,OK
188.766,TraderTwo,Tick,1555,1534,21,-21,150200,150100,15989,-209889,-207789,OK
189.016,TraderOne,Tick,1533,1510,23,-23,150200,150200,28035,-109035,-109035,OK
189.016,TraderTwo,Tick,1555,1534,21,-21,150200,150200,15989,-209889,-209889,OK
189.25,TraderOne,Tick,1533,1510,23,-23,150200,150200,28035,-109035,-109035,OK
189.25,TraderTwo,Tick,1555,1534,21,-21,150200,150200,15989,-209889,-209889,OK
189.484,TraderOne,Tick,1543,1510,33,-33,150100,150200,28335,-106335,-109635,OK
189.484,TraderTwo,Tick,1555,1544,11,-11,150100,150200,15839,-213739,-214839,OK
189.719,TraderOne,Tick,1553,1510,43,-43,150000,150200,28635,-103635,-112235,OK
189.719,TraderTwo,Tick,1565,1544,21,-21,150000,150200,15689,-212589,-216789,OK
189.969,TraderOne,Tick,1563,1520,43,-43,150200,150200,28785,-103785,-103785,OK
189.969,TraderTwo,Tick,1575,1544,31,-31,150200,150200,15989,-210889,-210889,OK
190.203,TraderOne,Tick,1563,1520,43,-43,150200,150300,28785,-103785,-108085,OK
190.203,TraderTwo,Tick,1575,1544,31,-31,150200,150300,15989,-210889,-213989,OK
190.5,TraderOne,Tick,1563,1530,33,-33,150000,150300,29085,-107085,-116985,OK
190.5,TraderTwo,Tick,1585,1544,41,-41,150000,150300,15839,-209739,-222039,OK
190.734,TraderOne,Tick,1563,1530,33,-33,150000,150300,29085,-107085,-116985,OK
190.734,TraderTwo,Tick,1585,1544,41,-41,150000,150300,15839,-209739,-222039,OK
191.047,TraderOne,Tick,1573,1530,43,-43,149600,150300,28935,-104935,-117835,OK
191.047,TraderTwo,Tick,1585,1544,41,-41,149600,150300,15839,-209739,-222039,OK
191.297,TraderOne,Tick,1583,1530,53,-53,149800,150400,29235,-100235,-116135,OK
191.297,TraderTwo,Tick,1585,1554,31,-31,149800,150400,15689,-215589,-224889,OK
191.531,TraderOne,Tick,1593,1530,63,-63,150300,150700,29535,-92535,-111435,OK
191.531,TraderTwo,Tick,1595,1564,31,-31,150300,150700,15840,-221740,-231040,OK
191.797,TraderOne,Tick,1593,1530,63,-63,150300,150800,29535,-92535,-111435,OK
191.797,TraderTwo,Tick,1605,1564,41,-41,150300,150800,16141,-219041,-231341,OK
192.0,TraderOne,Tick,1593,1540,53,-53,150200,150800,29835,-98835,-114735,OK
192.0,TraderTwo,Tick,1605,1564,41,-41,150200,150800,16141,-219041,-231341,OK
192.281,TraderOne,Tick,1593,1550,43,-43,150200,150700,30135,-104135,-117035,OK
192.281,TraderTwo,Tick,1615,1564,51,-51,150200,150700,15991,-215891,-231191,OK
192.531,TraderOne,Tick,1593,1550,43,-43,150200,150700,30135,-104135,-117035,OK
192.531,TraderTwo,Tick,1615,1564,51,-51,150200,150700,15991,-215891,-231191,OK
192.734,TraderOne,Tick,1603,1550,53,-53,150500,150700,30436,-101436,-112036,OK
192.734,TraderTwo,Tick,1615,1574,41,-41,150500,150700,15841,-220741,-228941,OK
192.969,TraderOne,Tick,1613,1550,63,-53,150200,150500,30286,-1603286,-117186,OK
192.969,TraderTwo,Tick,1625,1574,51,-41,150200,150500,15691,-1723591,-233891,OK
193.203,TraderOne,Tick,1613,1560,53,-53,150200,150500,30586,-103586,-119486,OK
193.203,TraderTwo,Tick,1625,1584,41,-41,150200,150500,15991,-223891,-236191,OK
193.484,TraderOne,Tick,1613,1560,53,-53,150200,150500,30586,-103586,-119486,OK
193.484,TraderTwo,Tick,1625,1584,41,-41,150200,150500,15991,-223891,-236191,OK
193.734,TraderOne,Tick,1613,1570,43,-43,150000,150500,30886,-108886,-121786,OK
193.734,TraderTwo,Tick,1635,1584,51,-51,150000,150500,15841,-220741,-236041,OK
194.031,TraderOne,Tick,1613,1580,33,-43,150100,150500,30736,1392264,-122636,OK
194.031,TraderTwo,Tick,1635,1594,41,-51,150100,150500,15691,1279409,-237891,OK
194.219,TraderOne,Tick,1613,1580,33,-33,150100,150500,30736,-116736,-126636,OK
194.219,TraderTwo,Tick,1635,1594,41,-41,150100,150500,15691,-229591,-241891,OK
194.453,TraderOne,Tick,1613,1580,33,-33,150100,150500,30736,-116736,-126636,OK
194.453,TraderTwo,Tick,1635,1594,41,-41,150100,150500,15691,-229591,-241891,OK
194.781,TraderOne,Tick,1613,1580,33,-33,150100,150500,30736,-116736,-126636,OK
194.781,TraderTwo,Tick,1635,1594,41,-41,150100,150500,15691,-229591,-241891,OK
195.047,TraderOne,Tick,1623,1580,43,-43,150300,150600,30586,-113586,-126486,OK
195.047,TraderTwo,Tick,1635,1604,31,-31,150300,150600,15992,-233892,-243192,OK
195.25,TraderOne,Tick,1623,1590,33,-33,150200,150600,30886,-117886,-127786,OK
195.25,TraderTwo,Tick,1645,1604,41,-41,150200,150600,15842,-231742,-244042,OK
195.484,TraderOne,Tick,1623,1590,33,-33,150200,150600,30886,-117886,-127786,OK
195.484,TraderTwo,Tick,1645,1604,41,-41,150200,150600,15842,-231742,-244042,OK
195.766,TraderOne,Tick,1623,1590,33,-33,150200,150600,30886,-117886,-127786,OK
195.766,TraderTwo,Tick,1645,1604,41,-41,150200,150600,15842,-231742,-244042,OK
195.969,TraderOne,Tick,1623,1590,33,-33,150200,150600,30886,-117886,-127786,OK
195.969,TraderTwo,Tick,1645,1604,41,-41,150200,150600,15842,-231742,-244042,OK
196.297,TraderOne,Tick,1623,1590,33,-33,150200,150600,30886,-117886,-127786,OK
196.297,TraderTwo,Tick,1645,1604,41,-41,150200,150600,15842,-231742,-244042,OK
196.531,TraderOne,Tick,1633,1590,43,-43,149800,150600,30736,-114736,-127636,OK
196.531,TraderTwo,Tick,1655,1604,51,-51,149800,150600,15692,-227592,-242892,OK
196.75,TraderOne,Tick,1633,1590,43,-43,149800,150100,30736,-114736,-127636,OK
196.75,TraderTwo,Tick,1655,1604,51,-51,149800,150100,15692,-227592,-242892,OK
196.984,TraderOne,Tick,1643,1590,53,-53,149600,150000,30586,-110586,-126486,OK
196.984,TraderTwo,Tick,1655,1614,41,-41,149600,150000,15991,-232891,-245191,OK
197.297,TraderOne,Tick,1643,1600,43,-43,149500,150000,30885,-115885,-128785,OK
197.297,TraderTwo,Tick,1655,1614,41,-41,149500,150000,15991,-232891,-245191,OK
197.453,TraderOne,Tick,1643,1610,33,-33,149500,150000,31184,-120184,-130084,OK
197.453,TraderTwo,Tick,1655,1624,31,-31,149500,150000,16290,-237190,-246490,OK
197.781,TraderOne,Tick,1643,1610,33,-33,149500,149800,31184,-120184,-130084,OK
197.781,TraderTwo,Tick,1655,1624,31,-31,149500,149800,16290,-237190,-246490,OK
198.047,TraderOne,Tick,1643,1610,33,-33,149500,149700,31184,-120184,-126784,OK
198.047,TraderTwo,Tick,1655,1624,31,-31,149500,149700,16290,-237190,-243390,OK
198.219,TraderOne,Tick,1643,1620,23,-23,149500,149700,31483,-123483,-128083,OK
198.219,TraderTwo,Tick,1655,1634,21,-21,149500,149700,16589,-240489,-244689,OK
198.5,TraderOne,Tick,1643,1620,23,-23,149500,149500,31483,-123483,-123483,OK
198.5,TraderTwo,Tick,1655,1634,21,-21,149500,149500,16589,-240489,-240489,OK
198.703,TraderOne,Tick,1643,1630,13,-13,149500,149500,31782,-125782,-125782,OK
198.703,TraderTwo,Tick,1655,1644,11,-11,149500,149500,16888,-242788,-242788,OK
199.047,TraderOne,Tick,1643,1640,3,-3,149500,149500,32081,-127081,-127081,OK
199.047,TraderTwo,Tick,1655,1654,1,-1,149500,149500,17187,-244087,-244087,OK
199.266,TraderOne,Tick,1643,1640,3,-3,149500,149500,32081,-127081,-127081,OK
199.266,TraderTwo,Tick,1655,1654,1,-1,149500,149500,17187,-244087,-244087,OK
199.5,TraderOne,Tick,1643,1640,3,-3,149500,149500,32081,-127081,-127081,OK
199.5,TraderTwo,Tick,1655,1654,1,-1,149500,149500,17187,-244087,-244087,OK
199.797,TraderOne,Tick,1643,1640,3,-3,149500,149500,32081,-127081,-127081,OK
199.797,TraderTwo,Tick,1655,1654,1,-1,149500,149500,17187,-244087,-244087,OK
199.953,TraderOne,Tick,1643,1640,3,-3,149500,149500,32081,-127081,-127081,OK
199.953,TraderTwo,Tick,1655,1654,1,-1,149500,149500,17187,-244087,-244087,OK
200.266,TraderOne,Tick,1643,1640,3,-3,149500,149600,32081,-127081,-127381,OK
200.266,TraderTwo,Tick,1655,1654,1,-1,149500,149600,17187,-244087,-244187,OK
200.5,TraderOne,Tick,1643,1644,-1,1,149700,149600,32021,-127021,-127121,OK
200.5,TraderTwo,Tick,1655,1654,1,-1,149700,149600,17187,-244087,-243987,OK
200.703,TraderOne,Tick,1643,1644,-1,1,149700,149600,32021,-127021,-127121,OK
200.703,TraderTwo,Tick,1655,1654,1,-1,149700,149600,17187,-244087,-243987,OK
200.984,TraderOne,Tick,1643,1644,-1,1,149700,149600,32021,-127021,-127121,OK
200.984,TraderTwo,Tick,1655,1654,1,-1,149700,149600,17187,-244087,-243987,OK
201.234,TraderOne,Tick,1653,1644,9,-9,149800,149600,32321,-128321,-126521,OK
201.234,TraderTwo,Tick,1655,1664,-9,9,149800,149600,17037,-243937,-245737,OK
201.5,TraderOne,Tick,1653,1655,-2,2,149800,149800,32156,-128056,-128056,OK
201.5,TraderTwo,Tick,1665,1664,1,-1,149800,149800,17337,-245237,-245237,OK
201.781,TraderOne,Tick,1663,1655,8,-8,149900,150000,32456,-129356,-130156,OK
201.781,TraderTwo,Tick,1665,1674,-9,9,149900,150000,17187,-246087,-245187,OK
201.984,TraderOne,Tick,1673,1655,18,-18,150000,150000,32756,-129656,-129656,OK
201.984,TraderTwo,Tick,1675,1684,-9,9,150000,150000,16887,-245787,-245787,OK
202.203,TraderOne,Tick,1673,1665,8,-8,150100,150200,33056,-130956,-131756,OK
202.203,TraderTwo,Tick,1685,1684,1,-1,150100,150200,16737,-246637,-246737,OK
202.531,TraderOne,Tick,1683,1665,18,-18,150300,150200,33357,-130257,-128457,OK
202.531,TraderTwo,Tick,1685,1694,-9,9,150300,150200,16587,-249487,-250387,OK
202.703,TraderOne,Tick,1683,1673,10,-10,150500,150600,33237,-130937,-131937,OK
202.703,TraderTwo,Tick,1695,1694,1,-1,150500,150600,16888,-249788,-249888,OK
202.969,TraderOne,Tick,1683,1683,0,0,150600,150600,33086,-131786,-131786,OK
202.969,TraderTwo,Tick,1705,1694,11,-11,150600,150600,17189,-250089,-250089,OK
203.219,TraderOne,Tick,1693,1683,10,-10,150500,150600,32936,-131636,-132636,OK
203.219,TraderTwo,Tick,1705,1704,1,-1,150500,150600,17490,-251390,-251490,OK
203.5,TraderOne,Tick,1693,1683,10,-10,150500,150600,32936,-131636,-132636,OK
203.5,TraderTwo,Tick,1705,1704,1,-1,150500,150600,17490,-251390,-251490,OK
203.75,TraderOne,Tick,1693,1683,10,-10,150500,150600,32936,-131636,-132636,OK
203.75,TraderTwo,Tick,1705,1704,1,-1,150500,150600,17490,-251390,-251490,OK
203.969,TraderOne,Tick,1693,1683,10,-10,150500,150600,32936,-131636,-132636,OK
203.969,TraderTwo,Tick,1705,1704,1,-1,150500,150600,17490,-251390,-251490,OK
204.203,TraderOne,Tick,1693,1683,10,-10,150400,150600,32936,-131636,-133636,OK
204.203,TraderTwo,Tick,1715,1704,11,-11,150400,150600,17340,-251240,-253440,OK
204.516,TraderOne,Tick,1693,1683,10,-10,150400,150600,32936,-131636,-133636,OK
204.516,TraderTwo,Tick,1715,1704,11,-11,150400,150600,17340,-251240,-253440,OK
204.703,TraderOne,Tick,1693,1683,10,-10,150400,150600,32936,-131636,-133636,OK
204.703,TraderTwo,Tick,1715,1704,11,-11,150400,150600,17340,-251240,-253440,OK
205.047,TraderOne,Tick,1702,1683,19,-19,150300,150100,32801,-134201,-130401,OK
205.047,TraderTwo,Tick,1715,1704,11,-11,150300,150100,17340,-251240,-249040,OK
205.281,TraderOne,Tick,1702,1693,9,-9,150300,149700,33102,-130502,-128702,OK
205.281,TraderTwo,Tick,1725,1704,21,-21,150300,149700,17190,-258090,-253890,OK
205.469,TraderOne,Tick,1712,1703,9,-9,150400,149700,32802,-129202,-127402,OK
205.469,TraderTwo,Tick,1725,1714,11,-11,150400,149700,17489,-260389,-258189,OK
205.797,TraderOne,Tick,1722,1703,19,-19,149700,149700,32652,-130052,-130052,OK
205.797,TraderTwo,Tick,1725,1724,1,-1,149700,149700,17788,-261688,-261688,OK
205.969,TraderOne,Tick,1722,1703,19,-19,149700,149800,32652,-130052,-131952,OK
205.969,TraderTwo,Tick,1725,1724,1,-1,149700,149800,17788,-261688,-261788,OK
206.25,TraderOne,Tick,1722,1713,9,-9,150300,149800,32502,-130902,-128202,OK
206.25,TraderTwo,Tick,1725,1734,-9,9,150300,149800,17638,-261538,-264238,OK
206.453,TraderOne,Tick,1722,1713,9,-9,150300,149800,32502,-130902,-128202,OK
206.453,TraderTwo,Tick,1725,1734,-9,9,150300,149800,17638,-261538,-264238,OK
206.734,TraderOne,Tick,1722,1713,9,-9,149800,149800,32502,-130902,-130902,OK
206.734,TraderTwo,Tick,1735,1734,1,-1,149800,149800,17488,-263388,-263388,OK
206.984,TraderOne,Tick,1722,1713,9,-9,149800,149800,32502,-130902,-130902,OK
206.984,TraderTwo,Tick,1735,1734,1,-1,149800,149800,17488,-263388,-263388,OK
207.234,TraderOne,Tick,1722,1713,9,-9,149800,149800,32502,-130902,-130902,OK
207.234,TraderTwo,Tick,1735,1734,1,-1,149800,149800,17488,-263388,-263388,OK
207.5,TraderOne,Tick,1722,1713,9,-9,149800,149800,32502,-130902,-130902,OK
207.5,TraderTwo,Tick,1735,1734,1,-1,149800,149800,17488,-263388,-263388,OK
207.703,TraderOne,Tick,1722,1713,9,-9,149800,149800,32502,-130902,-130902,OK
207.703,TraderTwo,Tick,1735,1734,1,-1,149800,149800,17488,-263388,-263388,OK
207.984,TraderOne,Tick,1722,1713,9,-9,149800,149800,32502,-130902,-130902,OK
207.984,TraderTwo,Tick,1735,1734,1,-1,149800,149800,17488,-263388,-263388,OK
208.281,TraderOne,Tick,1732,1713,19,-19,149200,149800,32352,-130752,-136452,OK
208.281,TraderTwo,Tick,1745,1734,11,-11,149200,149800,17338,-263238,-266538,OK
208.547,TraderOne,Tick,1732,1723,9,-9,149800,149800,32202,-131602,-131602,OK
208.547,TraderTwo,Tick,1745,1744,1,-1,149800,149800,17188,-264088,-264088,OK
208.797,TraderOne,Tick,1732,1723,9,-9,149800,149800,32202,-131602,-131602,OK
208.797,TraderTwo,Tick,1745,1744,1,-1,149800,149800,17188,-264088,-264088,OK
209.0,TraderOne,Tick,1732,1723,9,-9,149800,149800,32202,-131602,-131602,OK
209.0,TraderTwo,Tick,1745,1744,1,-1,149800,149800,17188,-264088,-264088,OK
209.25,TraderOne,Tick,1732,1723,9,-9,149800,149800,32202,-131602,-131602,OK
209.25,TraderTwo,Tick,1745,1744,1,-1,149800,149800,17188,-264088,-264088,OK
209.5,TraderOne,Tick,1732,1723,9,-9,149800,149800,32202,-131602,-131602,OK
209.5,TraderTwo,Tick,1745,1744,1,-1,149800,149800,17188,-264088,-264088,OK
209.734,TraderOne,Tick,1732,1733,-1,1,150300,149800,32052,-131452,-131752,OK
209.734,TraderTwo,Tick,1745,1754,-9,9,150300,149800,17038,-263938,-266638,OK
209.984,TraderOne,Tick,1732,1733,-1,1,150300,149800,32052,-131452,-131752,OK
209.984,TraderTwo,Tick,1745,1754,-9,9,150300,149800,17038,-263938,-266638,OK
210.297,TraderOne,Tick,1732,1733,-1,1,150300,149800,32052,-131452,-131752,OK
210.297,TraderTwo,Tick,1745,1754,-9,9,150300,149800,17038,-263938,-266638,OK
210.516,TraderOne,Tick,1732,1733,-1,1,150300,149800,32052,-131452,-131752,OK
210.516,TraderTwo,Tick,1745,1754,-9,9,150300,149800,17038,-263938,-266638,OK
210.719,TraderOne,Tick,1732,1733,-1,1,150300,149800,32052,-131452,-131752,OK
210.719,TraderTwo,Tick,1745,1754,-9,9,150300,149800,17038,-263938,-266638,OK
211.031,TraderOne,Tick,1732,1743,-11,11,150400,149900,31902,-130302,-133602,OK
211.031,TraderTwo,Tick,1745,1764,-19,19,150400,149900,16888,-262788,-268488,OK
